sample.date,id.date,stream,sample.id,fraction,rhodo.acer,stage,order,family,genus,length_mm,number,notes
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,10,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,12,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,1,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,3,31,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,4,42,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,5,34,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Simuliidae,unk,6,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Ceratopogonidae,unk,6,2,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Ceratopogonidae,unk,8,2,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,2,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Diptera,Pediciidae,Dicranota,7,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Megaloptera,unk,unk,6,1,Only have half of bug
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Philopotamidae,unk,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Philopotamidae,unk,3,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Philopotamidae,unk,4,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Philopotamidae,unk,5,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Philopotamidae,unk,7,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,13,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,12,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,5,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,2,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,6,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,3,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Plecoptera,Perlidae,unk,8,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Baetidae,unk,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,2,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,3,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,1,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,4,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,3,4,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,4,1,
8/31/18,8/8/23,WS18,297,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,5,1,
8/31/18,8/8/23,WS18,297,1_mm,R,pupa,unk,unk,unk,2,3,
8/31/18,8/8/23,WS18,297,1_mm,R,pupa,unk,unk,unk,3,4,
8/31/18,8/8/23,WS18,297,1_mm,R,unk,Oligochaeta,unk,unk,1,5,
8/31/18,8/8/23,WS18,297,1_mm,R,unk,Oligochaeta,unk,unk,2,7,
8/31/18,8/8/23,WS18,297,1_mm,R,unk,Collembola,unk,unk,2,4,
8/31/18,8/8/23,WS18,297,1_mm,R,adult,Coleoptera,unk,unk,2,2,terrestrial
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,4,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,8,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,12,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,8,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,6,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Simuliidae,unk,3,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Simuliidae,unk,4,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Simuliidae,unk,5,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Pediciidae,Dicranota,4,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,tany,2,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,tany,6,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Chironomidae,tany,7,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,8,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,7,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,5,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,6,3,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Perlidae,unk,4,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Dixidae,unk,6,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Diptera,Ceratopogonidae,unk,7,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,2,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,9,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,7,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,10,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,7,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,3,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,3,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,4,2,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,3,4,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Odonata,Gomphidae,unk,19,1,
8/31/18,8/9/23,WS18,298,1_mm,R,unk,Oligochaeta,unk,unk,2,2,
8/31/18,8/9/23,WS18,298,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
8/31/18,8/9/23,WS18,298,1_mm,R,pupa,unk,unk,unk,3,1,
8/31/18,8/9/23,WS18,298,1_mm,R,unk,Collembola,unk,unk,2,1,
8/31/18,8/9/23,WS18,298,1_mm,R,larva,Plecoptera,Perlodidae,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,9,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,11,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,9,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,9,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Empididae,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Empididae,unk,3,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Dixidae,unk,4,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Diptera,Dixidae,unk,6,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,8,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,5,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,6,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,7,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,9,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,3,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,7,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,4,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,5,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,3,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,6,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Perlodidae,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Perlidae,unk,4,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Plecoptera,Perlidae,unk,6,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,3,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,4,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,5,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,3,5,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,4,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,4,1,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,2,
8/31/23,8/10/23,WS18,299,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,6,2,
8/31/23,8/10/23,WS18,299,1_mm,R,unk,Collembola,unk,unk,1,1,
8/31/23,8/10/23,WS18,299,1_mm,R,unk,Collembola,unk,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,unk,Oligochaeta,unk,unk,2,1,
8/31/23,8/10/23,WS18,299,1_mm,R,pupa,unk,unk,unk,2,2,
8/31/23,8/10/23,WS18,299,1_mm,R,pupa,unk,unk,unk,3,1,
8/31/23,8/10/23,WS18,299,1_mm,R,pupa,unk,unk,unk,4,1,
8/31/23,8/10/23,WS18,299,1_mm,R,pupa,unk,unk,unk,5,1,
8/31/23,8/10/23,WS18,299,1_mm,R,pupa,unk,unk,unk,6,3,Likely Lepidostoma
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,2,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,4,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,7,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,9,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,2,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Chironomidae,tany,3,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Ceratopogonidae,unk,4,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Limoniidae,Hexatoma,4,2,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Limoniidae,Pseudolimnophila,4,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Diptera,Limoniidae,Pseudolimnophila,5,3,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,4,one is length estimate
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,3,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Trichoptera,Odontoceridae,Psilotreta,4,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Odonata,Gomphidae,unk,7,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Odonata,Gomphidae,unk,9,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,4,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,6,2,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,2,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Coleoptera,Ptilodactylidae,Anchytarsus,7,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Megaloptera,Corydalidae,unk,21,1,
8/31/18,8/21/23,WS06,301,1_mm,R,larva,Megaloptera,Corydalidae,unk,25,1,
8/31/18,8/21/23,WS06,301,1_mm,R,unk,Oligochaeta,unk,unk,3,2,
8/31/18,8/21/23,WS06,301,1_mm,R,unk,Oligochaeta,unk,unk,4,1,
8/31/18,8/21/23,WS06,301,1_mm,R,unk,Oligochaeta,unk,unk,6,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,3,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,8,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,9,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,7,one is length estimate
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Chironomidae,tany,4,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Dixidae,unk,3,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Dixidae,unk,5,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Ceratopogonidae,unk,3,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Ceratopogonidae,unk,4,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Ceratopogonidae,unk,5,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Ceratopogonidae,unk,6,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Diptera,Limoniidae,Pseudolimnophila,4,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Coleoptera,Ptilodactylidae,Anchytarsus,10,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Coleoptera,Ptilodactylidae,Anchytarsus,13,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,3,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,4,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,1,4,best guess
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,6,1,best guess
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,3,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Philopotamidae,unk,1,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,3,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,8,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Odonata,Gomphidae,unk,8,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,2,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Plecoptera,Nemouridae,Soyedina,2,6,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Plecoptera,Nemouridae,Soyedina,3,1,
8/31/18,8/22/23,WS06,302,1_mm,R,larva,Megaloptera,Corydalidae,unk,6,1,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Collembola,unk,unk,2,1,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Collembola,unk,unk,3,2,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,1,1,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,2,4,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,4,1,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,5,2,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,6,1,
8/31/18,8/22/23,WS06,302,1_mm,R,unk,Oligochaeta,unk,unk,7,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,3,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,16,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,36,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,34,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,23,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,9,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Pediciidae,Dicranota,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,tany,3,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Chironomidae,tany,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Ceratopogonidae,unk,6,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Limoniidae,Hexatoma,5,3,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Diptera,Limoniidae,Hexatoma,7,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Megaloptera,Corydalidae,unk,6,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Megaloptera,Corydalidae,unk,9,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Philopotamidae,unk,5,3,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Philopotamidae,unk,7,2,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,2,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,10,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,14,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,17,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,7,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,2,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,8,5,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,9,2,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,10,3,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Perlidae,unk,1,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Perlidae,unk,3,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,2,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,5,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,2,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,5,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,7,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,10,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,2,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Odonata,Gomphidae,unk,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Odonata,Gomphidae,unk,5,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Odonata,Gomphidae,unk,7,1,
8/31/18,8/22/23,WS06,304,1_mm,R,unk,Collembola,unk,unk,1,1,
8/31/18,8/22/23,WS06,304,1_mm,R,unk,Oligochaeta,unk,unk,1,4,
8/31/18,8/22/23,WS06,304,1_mm,R,unk,Oligochaeta,unk,unk,3,2,
8/31/18,8/22/23,WS06,304,1_mm,R,unk,Oligochaeta,unk,unk,4,1,
8/31/18,8/22/23,WS06,304,1_mm,R,pupa,unk,unk,unk,3,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,3,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Odonata,Cordulegastridae,unk,3,1,
8/31/18,8/22/23,WS06,304,1_mm,R,larva,Coleoptera,Ptilodactylidae,Anchytarsus,13,1,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,2,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,2,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,4,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,2,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,3,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,1,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Diptera,Pediciidae,Dicranota,6,1,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,1,2,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,2,1,
8/31/18,8/23/23,WS27,305,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,1,1,
